bookID,average_rating,isbn,authors,title
19998,3.42,452272262,Delia Sherman,The Porcelain Dove
20000,3.38,3453188217,Delia Sherman,Die Blume der Diener
20001,3.77,1931520240,Delia Sherman,Interfictions: An Anthology of Interstitial Writing
20002,3.65,553585940,Ellen Kushner,The Fall of the Kings 
20019,3.97,380732025,Cynthia Harrod,Killing Time
20021,4.31,751506478,Cynthia Harrod,The Tangled Thread 
20022,4.24,075150646X,Cynthia Harrod,The Flood-Tide 
20023,4.26,751533459,Cynthia Harrod,The White Road 
20024,4.27,751506451,Cynthia Harrod,The Maiden 
20025,4.17,751506419,Cynthia Harrod,The Oak Apple 
20026,4.27,751506486,Cynthia Harrod,The Emperor 
20051,3.42,465048528,Jerome Kagan,The Nature of the Child
20059,3.88,1570629137,Kate Horsley,Confessions of a Pagan Nun
20071,3.41,142404136,Micol Ostow,Westminster Abby
20074,3.76,345470036,Anne McCaffrey,Changelings
20075,3.97,345480287,Anne McCaffrey,Dragon's Fire 
20076,3.86,345470044,Anne McCaffrey,Maelstrom
20086,3.72,590519344,Jude Watson,The Mark of the Crown 
20097,3.51,739333771,John Banville,The Sea
20117,4.38,671763792,Joan Goldstein,Joy Within
20118,3.62,517702223,Manuela Soares,Butch/Femme
20126,4.33,590103873,Tara McCarthy,Expository Writing: Mini-Lessons * Strategies * Activities
20127,3.2,590209345,Tara MacCarthy,Persuasive Writing: Mini-Lessons  Strategies  Activities
20157,2.5,618615385,McDougal Littell,McDougal Littell Science: Student Edition Grade 6 Earth Science 2006
20164,3.55,1578068010,Grif Stockley,Daisy Bates: Civil Rights Crusader from Arkansas
20174,3.78,087747785X,Blaine M. Yorgason,The Loftier Way: Tales from the Ancient American Frontier
20179,4.23,764226460,James Scott Bell,A Higher Justice 
20181,4.1,158297294X,James Scott Bell,Plot & Structure: Techniques and Exercises for Crafting a Plot That Grips Readers from Start to Finish
20182,3.95,310243882,James Scott Bell,Deadlock
20183,4,310243874,James Scott Bell,Breach of Promise
20186,4.19,300078153,James C. Scott,Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed
20219,4.31,393924912,John Keats,Keats's Poetry and Prose
20233,4.02,60786736,Charles Todd,A False Mirror 
20234,3.99,312965680,Charles Todd,Wings of Fire 
20235,4.14,553586610,Charles Todd,A Cold Treachery 
20236,3.83,553586602,Charles Todd,The Murder Stone
20237,4.15,553583158,Charles Todd,Legacy of the Dead 
20238,4.04,553583174,Charles Todd,A Fearsome Doubt 
20239,3.98,553583166,Charles Todd,Watchers of Time 
20240,4,312971281,Charles Todd,Search the Dark 
20241,3.43,385605145,Bill Bryson,Bill Bryson's African Diary
20249,3.65,765312921,Brian Herbert,Hunters of Dune 
20250,3.74,340823372,Brian Herbert,The Battle Of Corrin 
20252,3.67,553580337,Brian Herbert,House Corrino 
20253,3.66,553580302,Brian Herbert,House Harkonnen 
20254,4.21,056348649X,Gary Russell,Doctor Who: The Inside Story
20258,3.38,1844350487,Gary Russell,Doctor Who Short Trips: Repercussions
20264,3.75,1862074933,James Hamilton,Gerontius
20287,3.68,553144383,Frank Herbert,Hellstrom's Hive
20315,3.87,727862421,Max Allan Collins,The Dark City 
20316,3.98,727862987,Max Allan Collins,Bullet Proof 
20323,4.5,140510354,Anthony Thorlby,The Penguin Companion to European Literature
20327,3.77,380706016,Gloria Goldreich,West To Eden
20343,3.71,440420296,Steve Augarde,The Various
20348,3.9,1857023307,Carol Shields,Various Miracles
20351,4.07,385491735,George Plimpton,Truman Capote: In Which Various Friends  Enemies  Acquaintances  and Detractors Recall His Turbulent Career
20355,3.91,786706686,Charles Willeford,The Burnt Orange Heresy
20381,3.56,1596060298,Gardner Dozois,Shadow Twin
20394,4.23,3530268038,Kahlil Gibran,Der Prophet
20396,4.08,8185944601,Kahlil Gibran,Secrets of the Heart
20398,4.23,2844541844,Kahlil Gibran,Le prophète
20408,4.12,375761357,Robert Louis Stevenson,The Complete Stories of Robert Louis Stevenson: Strange Case of Dr. Jekyll and Mr. Hyde and Nineteen Other Tales
20410,4.19,030680882X,Robert Louis Stevenson,The Complete Short Stories Of Robert Louis Stevenson: With A Selection Of The Best Short Novels
20413,4.3,689823827,Robert Louis Stevenson,A Child's Garden of Verses
20417,3.89,1416505490,Robert A. Heinlein,Have Space Suit—Will Travel 
20420,3.99,802133118,Marguerite Duras,Practicalities
20422,3.67,2070368106,Marguerite Duras,Le ravissement de Lol V. Stein
20423,3.61,802131352,Marguerite Duras,India Song
20424,3.97,805059334,Quentin Blake,Clown
20425,4.38,1903015073,Joan Aiken,The Spiral Stair 
20429,4.2,1567923232,Russell Hoban,A Near Thing for Captain Najork 
20444,3.83,860511642,Gary Carey,All The Stars In Heaven: Louis B. Mayer's M G M
20468,3.94,563528273,P.D. James,Cover Her Face 
20475,4.02,2226085394,Kahlil Gibran,Merveilles et Processions
20489,2.57,373265263,Alec Kalla,Velvet
20498,3.99,789493934,Mark O'Shea,Reptiles and Amphibians 
20501,4.19,821221841,Ansel Adams,The Camera 
20502,4.4,821221868,Ansel Adams,The Negative 
20505,4.37,821221876,Ansel Adams,The Print 
20517,3.97,806523700,Charles A. Coulombe,Vicars of Christ: A History of the Popes
20518,3.08,60529571,Stanley Bing,The Big Bing: Black Holes of Time Management  Gaseous Executive Bodies  Exploding Careers  and Other Theories on the Origins of the Business Universe
20519,3.46,66620104,Stanley Bing,What Would Machiavelli Do?: The Ends Justify the Meanness
20525,4.23,618433252,Robert D. Richardson Jr.,William James: In the Maelstrom of American Modernism
20531,3.75,822002426,Carl Senna,Cliffs Notes on Wright's Black Boy
20547,4.14,486440974,Abraham Lincoln,The Wit and Wisdom of Abraham Lincoln: A Book of Quotations
20549,4.37,940450437,Abraham Lincoln,Speeches and Writings 1832–1858
20552,4.23,679737316,Abraham Lincoln,Selected Speeches and Writings
20562,4.03,815411219,Kathryn  Hughes,George Eliot: The Last Victorian
20564,3.79,141439629,George Eliot,The Mill on the Floss
20566,3.83,140260773,George Eliot,Daniel Deronda
20567,3.78,019283780X,George Eliot,Scenes of Clerical Life
20645,4.02,563522755,Terry Jones,Terry Jones' Medieval Lives
20646,4.23,140322620,Terry Jones,Terry Jones' Fairy Tales
20657,4.16,1555973035,Nick Flynn,Some Ether
20660,3.9,977698947,Chris Adrian,Tin House: Evil 
20661,4.12,1571103201,Nick Flynn,A Note Slipped Under the Door: Teaching from Poems We Love
20668,4.11,684838915,Robert M. Sapolsky,The Trouble with Testosterone and Other Essays on the Biology of the Human Predicament
20671,4.17,743260163,Robert M. Sapolsky,Monkeyluv: And Other Essays on Our Lives as Animals
20677,4.26,940450224,Henry James,Literary Criticism  Vol. 1: Essays on Literature / American Writers / English Writers
20679,4,71432426,Larry J. Stephens,Advanced Statistics Demystified
20683,5,563389265,NOT A BOOK,The Goon Show  Volume 5: And There's More Where That Came From!
20687,4.2,60742364,Kevin Henkes,Lilly's Big Day
20692,4.22,688154727,Kevin Henkes,Chester's Way
20694,4.27,688143881,Kevin Henkes,Julius  the Baby of the World
20738,3.81,081221112X,Erving Goffman,Forms of Talk
20739,4.17,385000162,Erving Goffman,Asylums: Essays on the Social Situation of Mental Patients and Other Inmates
20741,4.05,394706315,Erving Goffman,Interaction Ritual - Essays on Face-to-Face Behavior
20746,4.14,310262712,David        Alexander,Zondervan Handbook to the Bible
20749,4.7,310929555,Anonymous,Study Bible: NIV
20775,3.74,821775502,Debbie Raleigh,My Lord Eternity 
20781,4.05,590438808,Aesop,Aesop's Fables
20794,4.06,618111204,Stephen R. Swinburne,Once A Wolf: How Wildlife Biologists Fought to Bring Back the Gray Wolf
20800,4.06,1578067049,Don DeLillo,Conversations with Don DeLillo
20807,3.92,618257764,Garry Wills,Inventing America: Jefferson's Declaration of Independence
20809,4.13,743299639,Garry Wills,Lincoln at Gettysburg: The Words That Remade America
20810,3.74,671047647,Garry Wills,Venice: Lion City: The Religion of Empire
20812,3.76,312143400,Richard Curtis,Four Weddings and a Funeral
20813,4.13,553262963,Richard Curtis,Halloween
20822,4.29,816016798,Jeff Rovin,Encyclopaedia of Superheroes
20833,3.46,684809664,William Murray,Janet  My Mother and Me: A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murray
20835,4.3,151461546,Janet Flanner,Janet Flanner's World: Uncollected Writings 1932-1975
20848,3.89,316139246,Matt Christopher,Catch That Pass!
20862,3.79,425174808,Jeff Rovin,Divide and Conquer 
20865,4.1,042518448X,Diane Duane,Death Match 
20867,3.85,425180050,Jeff Rovin,Line of Control 
20868,3.89,425190919,Jeff Rovin,Sea of Fire 
20869,3.93,425164179,Diane Duane,One is the Loneliest Number 
20873,3.67,553561588,Steve Perry,Aliens: Nightmare Asylum
20876,3.77,441623824,Steve Perry,The Omega Cage 
20879,4.22,441581056,Steve Perry,The 97th Step 
20891,4.1,755323009,Michael Jecks,A Friar's Bloodfeud 
20895,4.07,755323017,Michael Jecks,Death Ship of Dartmouth 
20913,4.75,076032963X,Don Macmillan,The John Deere Two-Cylinder Tractor Encyclopedia: The Complete Model-by-Model History
20928,3.38,886773482,Rosalind M. Greenberg,Phantoms
20929,3.46,756403804,Martin H. Greenberg,Fantasy Gone Wrong
20930,3.55,078671400X,Martin H. Greenberg,The Ghosts in Baker Street: New Tales of Sherlock Holmes
20932,3.62,886775280,Martin H. Greenberg,Christmas Bestiary
20934,3.34,886777887,John Helfers,Black Cats and Broken Mirrors
20935,3.34,756404053,Jean Rabe,Time Twisters
20941,3.87,1573225142,Harold Bloom,The Western Canon: The Books and School of the Ages
20942,4.02,157322751X,Harold Bloom,Shakespeare: The Invention of the Human
20944,3.77,978721004,Harold Bloom,The American Religion
20949,4.14,316544981,William Manchester,American Caesar: Douglas MacArthur 1880-1964
20954,5,785821082,Dennis Adler,Winchester Shotguns
20957,5,567044718,R. McL. Wilson,Colossians and Philemon: A Critical and Exegetical Commentary 
20962,2.75,078681778X,Arthur Yorinks,Maurice Sendak's Seven Little Monsters: What Time is It? - Book #4
20971,3.98,156170315X,Wayne W. Dyer,Meditations for Manifesting: Morning and Evening Meditations to Literally Create Your Heart's Desire
20995,4.06,1861977697,Robert Greene,The Art of Seduction
21004,4.12,847827623,Michael S.  Smith,Michael Smith Elements of Style
21005,3.8,634041126,Michael W.  Smith,Freedom
21010,4.13,6512674,Michael Marshall Smith,Spares
21012,4.04,553580698,Michael Marshall Smith,One of Us
21016,4.1,439368510,Chris Archer,The Secret City 
21029,4.16,465092845,Irvin D. Yalom,The Theory and Practice of Group Psychotherapy
21031,4.3,60748125,Irvin D. Yalom,When Nietzsche Wept
21032,4.38,465021476,Irvin D. Yalom,Existential Psychotherapy
21059,3.91,756404061,Kate Elliott,Crown of Stars 
21060,4.19,142301515,Sherwood Smith,Crown Duel 
21062,4.02,743276876,Anne Easter Smith,A Rose for the Crown
21063,4.29,345461525,Robert E. Howard,The Bloody Crown of Conan 
21070,3.97,006053916X,Simon Schama,Rough Crossings: Britain  the Slaves and the American Revolution
21071,4.17,679735127,Simon Schama,Landscape and Memory
21073,4.06,679781242,Simon Schama,The Embarrassment of Riches: An Interpretation of Dutch Culture in the Golden Age
21075,3.98,141017279,Simon Schama,Citizens: A Chronicle of the French Revolution
21089,4.15,1584855282,Lynda Madison,The Feelings Book: The Care & Keeping of Your Emotions
21091,4.13,1593691033,Nancy Holyoke,A Smart Girl's Guide to Money: How to Make It  Save It  And Spend It
21093,4.3,1584858745,Patti Kelley Criswell,What Would You Do? 
21097,3.69,913668060,Richard Nelson Bolles,What Color Is Your Parachute? 1977: A Practical Manual For Job Hunters & Career Changers
21107,2,811832791,Mymi Doinet,The Halloween Activity Book: Creepy  Crawly  Hairy  Scary Things to Do
21111,4.13,385003234,Madeleine Brent,Tregaron's Daughter
21114,3.9,044920149X,Madeleine Brent,The Capricorn Stone
21116,4.09,449213897,Madeleine Brent,Golden Urchin
21119,4.14,080650160X,Simone de Beauvoir,The Ethics of Ambiguity
21121,3.9,6540805,Simone de Beauvoir,She Came to Stay
21122,3.89,039331443X,Simone de Beauvoir,The Coming of Age
21125,4.01,1565845609,Simone de Beauvoir,A Transatlantic Love Affair: Letters to Nelson Algren
21126,4.15,2070377822,Simone de Beauvoir,La Force de l'âge
21143,3.84,783554524,Time,What Life Was Like When Rome Ruled the World: The Roman Empire  100 BC - AD 200 
21151,3.77,393306135,Robert Shapard,Sudden Fiction International: 60 Short-Short Stories
21152,3.85,879052651,Robert Shapard,Sudden Fiction: American Short-Short Stories
21173,4,791074587,Elizabeth Silverthorne,Sarah Bernhardt
21179,3.59,141916130X,Thomas Bailey Saunders,The Art of Controversy 
21182,4.14,486435504,Arthur Schopenhauer,The Wisdom of Life
21185,4.01,1406800449,Arthur Schopenhauer,On Human Nature 
21187,3.91,440229316,Caroline B. Cooney,For All Time 
21188,3.68,590988492,Caroline B. Cooney,Wanted!
21191,3.94,553494805,Caroline B. Cooney,The Time Travelers: Volume One
21194,3.55,590456806,Caroline B. Cooney,The Stranger
21199,3.75,684800284,Giuliano Hazan,Every Night Italian: Every Night Italian
21200,4.47,345314034,Marcella Hazan,More Classic Italian Cooking
21214,4,71451382,Paola Nanni,Practice Makes Perfect: Italian Verb Tenses
21220,4.02,1590583426,Mary Anna Evans,Effigies 
21223,3.89,521629241,Christopher Janaway,The Cambridge Companion to Schopenhauer
21230,4.39,1565078322,Stormie Omartian,Stormie: A Story of Forgiveness and Healing
21242,3.93,517884542,Robert Bauval,The Orion Mystery: Unlocking the Secrets of the Pyramids
21245,3.71,812532473,Ben Bova,Orion 
21248,5,738539562,James E. Ingram,Lake Orion 
21266,4.24,1566918081,Rick Steves,Rick Steves' Europe Through the Back Door
21276,4.07,034548133X,Charlie Huston,A Dangerous Man 
21277,3.79,034547824X,Charlie Huston,Already Dead 
21278,4.05,345464788,Charlie Huston,Caught Stealing 
21280,3.2,785123717,Charlie Huston,Ultimate Annuals  Volume 2
21282,3.98,743470567,Adrian McKinty,Dead I Well May Be 
21283,4.12,743499484,Adrian McKinty,The Dead Yard 
21284,3.6,081095480X,Adrian McKinty,The Lighthouse Land 
21290,3.91,031233379X,P.T. Deutermann,Spider Mountain 
21294,3.96,312953968,P.T. Deutermann,The Edge of Honor
21295,3.76,312994818,P.T. Deutermann,The Firefly
21315,4.25,60001534,Doreen Cronin,Diary of a Spider
21318,3.69,439846757,Jenny Nimmo,The Snow Spider 
21320,3.7,785119272,Brian Michael Bendis,Ultimate Spider-Man  Volume 16: Deadpool
21321,4.08,078512148X,Brian Michael Bendis,Ultimate Spider-Man  Volume 7
21322,4.13,1401203671,Bill Willingham,Fables: 1001 Nights of Snowfall
21323,4.17,399146261,Dean Koontz,Cold Fire / Hideaway / The Key to Midnight
21324,4.28,1401210015,Bill Willingham,Fables  Vol. 8: Wolves
21325,4.29,1401202225,Bill Willingham,Fables  Vol. 4: March of the Wooden Soldiers
21326,3.97,1563899426,Bill Willingham,Fables  Vol. 1: Legends in Exile
21327,4.1,1401210007,Bill Willingham,Fables  Vol. 7: Arabian Nights [and Days] 
21328,4.28,1401205003,Bill Willingham,Fables  Vol. 6: Homelands
21329,4.13,140120256X,Bill Willingham,Fables  Vol. 3: Storybook Love
21330,4.19,1401204864,Bill Willingham,Fables  Vol. 5: The Mean Seasons
21332,3.76,131433547,Russell Roberts,The Choice: A Fable of Free Trade and Protectionism
21337,4.02,141591561X,Dean Koontz,Prodigal Son 
21338,4.37,61121207,John Ayto,Brewer's Dictionary of Phrase and Fable
21341,3.58,1401212220,Bill Willingham,Jack of Fables  Vol. 1: The 
21342,4.06,043945400X,Greg Tang,Math Fables
21343,4.02,787960756,Patrick Lencioni,The Five Dysfunctions of a Team: A Leadership Fable
21348,4.05,192840509,Aesop,Aesop's Fables
21352,3.76,739341413,David Axton,Icebound
21353,3.96,739301764,Dean Koontz,Odd Thomas 
21362,4.08,553479016,Dean Koontz,Seize the Night 
21365,4.02,553502697,Dean Koontz,From the Corner of His Eye
21370,3.82,739332937,Dean Koontz,The Good Guy
21402,3.81,739341774,Robert   Harris,Pompeii
21426,4.03,1594831165,James Patterson,2nd Chance 
21430,3.99,1586215809,James Patterson,The Big Bad Wolf
21437,3.99,1594836116,James Patterson,Pop Goes the Weasel
21484,4.37,316952664,Herman Wouk,The Winds of War 
21489,3.72,316066141,Joseph Wambaugh,Hollywood Station 
21491,4.06,752851314,Joseph Wambaugh,The Choirboys
21493,3.7,006009527X,Joseph Wambaugh,Fire Lover: A True Story
21494,3.5,553575953,Joseph Wambaugh,Floaters
21495,3.93,440164176,Joseph Wambaugh,The New Centurions
21498,3.81,440613965,Joseph Wambaugh,The Black Marble
21500,3.88,440215811,Joseph Wambaugh,The Blue Knight
21505,3.75,722189141,Joseph Wambaugh,The Secrets of Harry Bright
21508,3.79,553763253,Joseph Wambaugh,Lines and Shadows
21512,3.73,553263021,Joseph Wambaugh,The Glitter Dome
21527,3.85,1559278226,Stephen J. Cannell,Hollywood Tough 
21530,3.85,1593977735,Stephen J. Cannell,Cold Hit 
21534,4.17,1423323386,Michael Connelly,Trunk Music 
21535,4.16,159737685X,Michael Connelly,Angels Flight 
21536,4.1,1423323254,Michael Connelly,The Black Echo 
21538,4.12,1594830207,Michael Connelly,The Closers 
21539,4.11,1594835896,Michael Connelly,Echo Park 
21543,4.2,1423323238,Michael Connelly,The Poet
21544,4.15,1596009209,Michael Connelly,The Concrete Blonde 
21545,3.6,618390723,Michael Connelly,The Best American Mystery Stories 2003
21550,3.82,739318659,Robert B. Parker,Hundred-Dollar Baby 
21552,4.24,739340190,Robert B. Parker,The Spenser Collection: Volume I 
21553,3.87,739318616,Robert B. Parker,School Days 
21557,3.89,553702467,Robert B. Parker,Potshot 
21581,4.1,787107123,Robert B. Parker,Chance 
21607,3.63,441012523,Joe Haldeman,Camouflage
21608,3.7,441014992,Joe Haldeman,The Accidental Time Machine
21609,3.66,441014070,Joe Haldeman,A Separate War and Other Stories
21610,3.53,441013430,Joe Haldeman,Old Twentieth
21611,4.15,60510862,Joe Haldeman,The Forever War 
21612,3.51,575073616,Joe Haldeman,Worlds
21613,3.7,688090257,Joe Haldeman,Worlds Enough and Time 
21615,3.08,441008763,Joe Haldeman,The Coming
21618,3.74,441005667,Joe Haldeman,Forever Peace 
21620,3.42,1857989317,Joe Haldeman,Forever Free 
21621,3.72,451452585,Joe Haldeman,Dealing in Futures
21623,3.61,450535363,Joe Haldeman,The Long Habit Of Living
21624,3.56,380405199,Joe Haldeman,Study War No More: A Selection of Alternatives
21625,3.7,380708019,Joe Haldeman,Worlds Enough and Time 
21626,3.8,451456815,Constance Ash,Not of Woman Born
21627,3.55,671559346,C.J. Cherryh,Alien Stars 
21629,3.7,380716828,Joe Haldeman,Worlds Apart 
21638,3.96,1421508508,Hidenori Hara,Train_man  Volume 3 
21665,3.53,618497420,Nelson DeMille,The Best American Mystery Stories 2004
21671,4.18,60584750,Dennis Lehane,Mystic River
21672,4.18,8478710493,Dennis Lehane,Mystic River
21673,4.18,593047508,Dennis Lehane,Mystic River
21676,4.18,553816160,Dennis Lehane,Mystic River
21681,4.17,055350584X,Dennis Lehane,Darkness  Take My Hand 
21682,3.38,006113967X,Dennis Lehane,Coronado: Stories
21683,4.09,380730367,Dennis Lehane,Prayers for Rain 
21685,3.95,156029022,Dennis Lehane,A Drink Before the War 
21686,4.09,038073186X,Dennis Lehane,Shutter Island
21687,4.09,3548251730,Dennis Lehane,Regenzauber
21703,3.54,618258078,James Ellroy,The Best American Mystery Stories 2002
21704,3.75,446698873,James Ellroy,The Black Dahlia 
21705,3.84,60582502,Donald H. Wolfe,The Black Dahlia Files: The Mob  the Mogul  and the Murder That Transfixed Los Angeles
21710,3.3,865344922,William T. Rasmussen,Corroborating Evidence: The Black Dahlia Murder
21712,3.5,1585004847,Mary  Pacios,Childhood Shadows: The Hidden Story of the Black Dahlia Murder
21717,4.14,385339461,Karin Slaughter,Triptych 
21718,4.1,380820889,Karin Slaughter,Blindsighted 
21719,4.11,60534044,Karin Slaughter,Kisscut 
21720,4.19,038533947X,Karin Slaughter,Beyond Reach 
21721,4.1,60534052,Karin Slaughter,A Faint Cold Fear 
21722,4.12,440242916,Karin Slaughter,Faithless 
21723,3.5,60583312,Karin Slaughter,Like A Charm
21724,4.1,60759720,Karin Slaughter,Blindsighted 
21725,3.5,99462257,Karin Slaughter,Like a Charm
21726,3.54,1400043875,Scott B. Smith,The Ruins
21735,4.17,1593553943,Lee Child,The Enemy 
21739,4.09,1860428789,Lee Child,The Visitor 
21742,4.09,1567408346,Lee Child,Tripwire 
21743,4.05,159355558X,Lee Child,Killing Floor 
21745,4.16,1590860624,Lee Child,Without Fail 
21746,4.17,1590864093,Lee Child,The Enemy 
21747,4.21,1593555199,Lee Child,One Shot 
21749,4.19,739340670,Lee Child,Bad Luck and Trouble 
21751,4.17,1423319613,Lee Child,The Enemy 
21752,4.09,1860429165,Lee Child,The Visitor 
21753,4,1423319524,Lee Child,Echo Burning 
21756,4.09,1593358725,Lee Child,Tripwire 
21757,4.17,1593553994,Lee Child,The Enemy 
21758,4.17,1593354746,Lee Child,The Enemy 
21759,4.09,1593555601,Lee Child,Tripwire 
21763,4.09,1593357389,Lee Child,Tripwire 
21764,4.17,1593353154,Lee Child,The Enemy 
21766,3.69,785265430,George Grant,The Blood of the Moon: Understanding the Historic Struggle Between Islam and Western Civilization
21767,3.45,140009528X,James Ellroy,Blood on the Moon 
21768,3.45,843954523,Morag McKendrick Pippin,Blood Moon Over Bengal
21773,3.44,843955821,Morag McKendrick Pippin,Blood Moon Over Britain
21776,3.8,345442636,William Goldman,The Silent Gondoliers
21779,4.1,879100230,William Goldman,The Season: A Candid Look at Broadway
21782,3.38,446300004,William Goldman,Heat
21783,3.18,440187354,William Goldman,Tinsel
21784,4.27,155783198X,William Goldman,William Goldman: Four Screenplays
21787,4.26,345418263,William Goldman,The Princess Bride
21796,4.12,330247042,William Goldman,Marathon Man
21799,3.69,679734783,William Goldman,Hype and Glory
21803,4.26,8427030975,William Goldman,La princesa prometida
21805,3.54,246124377,William Goldman,Brothers 
21806,3.67,345439732,William Goldman,Boys and Girls Together
21812,4.26,8427030630,William Goldman,La princesa prometida
21815,4.26,3608932267,William Goldman,Die Brautprinzessin
21819,3.89,553053191,William Goldman,Wait Till Next Year: The Story of a Season When What Should've Happened Didn't  and What Could've Gone Wrong Did
21823,4.26,151730857,William Goldman,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure
21829,3.65,1593153570,David Morrell,Creepers
21830,3.59,446691909,David Morrell,The Totem
21832,4.1,446691925,David Morrell,The League of Night and Fog 
21836,3.6,1593154410,David Morrell,Scavenger 
21837,4.16,074723891X,David Morrell,The Fraternity Of The Stone 
21838,4.13,747238901,David Morrell,The Brotherhood of the Rose 
21841,3.94,446530689,David Morrell,The Protector 
21845,3.78,446600709,David Morrell,Assumed Identity
21848,3.54,2253172286,David Morrell,Double Image
21849,3.85,747266972,David Morrell,Black Evening
21853,3.98,214668142,David Morrell,First Blood
21862,3.99,2253060704,David Morrell,La Cinquième profession
21874,4.25,61126578,Bernard Cornwell,The Last Kingdom 
21895,4.25,792734750,Bernard Cornwell,The Last Kingdom 
21906,4.25,60759259,Bernard Cornwell,The Last Kingdom 
21928,4.26,055345580X,Stephen Hunter,Time To Hunt 
21930,4.12,055347748X,Stephen Hunter,Black Light 
21931,4,553452118,Stephen Hunter,The Day Before Midnight
21932,4.13,743500261,Stephen Hunter,Hot Springs 
21933,4.26,739344242,Stephen Hunter,Point Of Impact 
21934,4.05,1570421927,Stephen Hunter,Dirty White Boys
21947,4.17,3423129867,Reinaldo Arenas,Bevor es Nacht wird. Ein Leben in Havanna
21969,4.14,1594832285,Douglas Preston,The Book of the Dead  
21972,4.02,1423330412,Douglas Preston,Relic 
21974,3.93,1594839417,Douglas Preston,The Wheel of Darkness 
21980,3.81,1593977794,Douglas Preston,Tyrannosaur Canyon
21984,4.14,1415903735,Douglas Preston,Brimstone  
21991,3.44,679433724,E.L. Doctorow,Waterworks
21996,3.99,739303406,Erik Larson,The Devil in the White City: Murder  Magic  and Madness at the Fair That Changed America
22017,3.97,525936130,Mark       Stevens,King Icahn
22026,3.96,345441702,Mario Puzo,The Sicilian
22027,3.35,345441699,Mario Puzo,The Dark Arena
22028,3.7,345432401,Mario Puzo,Omerta
22029,4.37,451208447,Mario Puzo,The Godfather
22035,3.71,451160193,Mario Puzo,Fools Die
22036,4.37,451217403,Mario Puzo,The Godfather
22037,3.82,345476727,Mario Puzo,The Fortunate Pilgrim
22045,3.82,3548249418,Mario Puzo,Mamma Lucia
22051,3.82,8878184055,Mario Puzo,L'ultimo padrino
22057,4.37,2221097793,Mario Puzo,Le Parrain
22060,3.64,1401203574,Max Allan Collins,On the Road to Perdition — Oasis  Sanctuary  and Detour — 
22061,3.54,1401200680,Max Allan Collins,Oasis 
22063,3.65,743444043,Max Allan Collins,Double Dealer 
22065,3.72,425198057,Max Allan Collins,The London Blitz Murders 
22067,3.92,843955937,Max Allan Collins,The Last Quarry 
22068,3.76,743496655,Max Allan Collins,Snake Eyes 
22070,3.65,042521365X,Max Allan Collins,A Killing in Comics 
22072,3.7,425204014,Max Allan Collins,The War of the Worlds Murder 
22076,3.44,743211375,Stephen King,From a Buick 8
22077,4.29,375415807,Michael Crichton,The Michael Crichton Collection: Jurassic Park / The Lost World / The Andromeda Strain
22079,3.75,8497932447,Michael Crichton,Presa
22080,3.66,553084410,Michael Crichton,Westworld
22082,4.01,345418956,Michael Crichton,Jurassic Park
22095,3.52,394479874,John Lange,Binary
22097,3.78,8401466814,Michael Crichton,Acoso
22101,4.01,840149236X,Michael Crichton,Parque Jurásico 
22113,3.89,2266115642,Michael Crichton,La Variété Andromède
22114,3.85,226607007X,Michael Crichton,Un train d'or pour la Crimée
22119,3.84,9751017025,Michael Crichton,Zaman Tüneli
22120,3.7,300098251,Eamon Duffy,The Voices of Morebath: Reformation and Rebellion in an English Village
22121,4.02,1400044871,Rajiv Chandrasekaran,Imperial Life in the Emerald City: Inside Iraq's Green Zone
22123,3.39,446699004,Stephen Leeb,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel
22126,4.11,786884401,Laurie Garrett,Betrayal of Trust: The Collapse of Global Public Health
22127,3.79,470043601,Peter D. Schiff,Crash Proof: How to Profit from the Coming Economic Collapse
22128, Rawles,3.63,James Wesley,Patriots 
22130,3.92,037542105X,Edward W. Said,On Late Style: Music and Literature Against the Grain
22133,4.19,674961870,Edward W. Said,The World  the Text  and the Critic
22135,4.15,679750541,Edward W. Said,Culture and Imperialism
22136,3.96,1862073708,Edward W. Said,Out of Place
22141,3.81,8493464260,Chris Anderson,La economía Long Tail
22146,3.96,321350316,Jakob Nielsen,Prioritizing Web Usability
22148,3.72,073571102X,Jakob Nielsen,Homepage Usability: 50 Websites Deconstructed
22155,4.21,143037838,Yvon Chouinard,Let My People Go Surfing: The Education of a Reluctant Businessman
22159,4.25,671801511,Agatha Christie,Ten Little Indians
22160,4.25,1572704497,Agatha Christie,And Then There Were None
22163,4.08,1400064899,Richard   Preston,The Wild Trees: A Story of Passion and Daring
22166,3.31,074324592X,Richard   Preston,The Boat of Dreams: A Christmas Story
22175,4.03,1400034698,Gabriel García Márquez,Strange Pilgrims
22176,4.03,1400034949,Gabriel García Márquez,Doce cuentos peregrinos
22180,3.52,349114765,Anita Shreve,The Pilot's Wife
22186,3.59,316011835,Cecily von Ziegesar,Would I Lie to You 
22188,3.51,316910333,Cecily von Ziegesar,Gossip Girl 
22192,3.55,316912123,Cecily von Ziegesar,All I Want is Everything 
22193,3.71,316735167,Cecily von Ziegesar,You're the One That I Want 
22195,3.5,60898658,Jess Walter,The Zero
22196,3.96,285635948,Charles Seife,Zero: The Biography of a Dangerous Idea
